age,years_employed,credit_score,credit_history_years,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,annual_income_log,current_debt_log,savings_assets_log,occupation_status_Self-Employed,occupation_status_Student,product_type_Line of Credit,product_type_Personal Loan,loan_intent_Debt Consolidation,loan_intent_Education,loan_intent_Home Improvement,loan_intent_Medical,loan_intent_Personal,loan_status
46,17.3,642,1.9,0,4,0,83000,13.96,0.163,1.218,0.406,11.129143567693205,9.313167681775653,6.714170529909472,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
34,11.0,617,1.6,0,0,0,39200,20.45,0.223,0.77,0.257,10.83728415853995,9.33459133431404,4.59511985013459,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40,19.6,707,5.8,0,1,0,8100,10.47,0.152,0.169,0.056,10.779955790223111,8.896724917497897,8.659213451436667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
34,8.5,641,15.7,0,1,0,68500,14.46,0.14,1.929,0.643,10.477597786622002,8.509564164251746,8.695674048824253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
53,26.6,703,29.7,0,1,0,35100,15.68,0.58,0.956,0.319,10.51080447649088,9.966321496707495,8.823500727991183,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
18,0.0,621,1.6,0,0,0,35400,14.36,0.11,1.487,0.496,10.077524889742385,7.8713112033234065,8.312871394342615,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
36,10.1,673,13.4,0,1,0,3600,18.33,0.226,0.236,0.079,9.632203625893982,8.14351740579748,5.4510384535657,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
32,3.2,686,9.3,0,0,0,69000,18.59,0.495,0.722,0.241,11.467572387245989,10.76470945058247,8.058643712215618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35,1.9,680,4.7,0,0,0,11500,10.89,0.252,0.479,0.16,10.085600754292345,8.708969906980947,8.078688229229872,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
44,1.7,650,2.7,0,0,0,28900,11.26,0.323,1.927,0.642,9.61587214452889,8.484669999710677,3.332204510175204,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
18,0.0,567,1.4,0,1,0,28900,15.14,0.044,0.584,0.195,10.809020627757324,7.674617497364363,5.342334251964811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
18,0.0,581,0.3,0,3,1,12400,13.2,0.204,0.827,0.276,9.61587214452889,8.024862150286411,3.044522437723423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,3.8,538,10.4,0,1,2,40000,22.78,0.198,0.479,0.16,11.332026895249765,9.711660965727868,7.440146680662688,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
35,0.2,623,4.7,0,0,0,2400,19.06,0.033,0.1,0.033,10.088513781737209,6.666956792429207,8.602636673233706,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
54,0.8,719,0.2,0,0,0,26700,11.01,0.531,1.78,0.593,9.61587214452889,8.983690681332686,2.9444389791664403,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
37,6.9,668,10.8,0,0,0,11800,18.11,0.06,0.787,0.262,9.61587214452889,6.804614520062624,7.8168199657645525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42,5.8,715,12.9,0,2,0,100000,10.02,0.354,0.774,0.258,11.769171048429543,10.731384133647687,8.156510226079966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
21,0.5,509,0.1,0,1,1,1000,16.64,0.483,0.048,0.016,9.947265174882016,9.219002745054835,4.007333185232471,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
19,1.0,667,1.2,0,0,0,93100,12.45,0.403,1.741,0.58,10.887081729619972,9.978316693156778,4.9344739331306915,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
18,0.0,519,0.7,0,1,1,44600,21.53,0.186,1.306,0.435,10.438839921478715,8.757311846936409,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
24,3.0,679,1.6,0,1,0,24800,10.5,0.517,0.53,0.177,10.752697868727662,10.092536430079509,3.4339872044851463,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
31,0.9,659,12.6,0,0,0,15900,11.69,0.203,0.328,0.109,10.789896229928363,9.1958356857733,8.996775795442296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
34,11.2,717,8.9,0,0,0,53000,9.85,0.346,1.342,0.447,10.583549493547418,9.523178364309082,7.934155233536322,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
42,19.1,558,6.6,0,1,1,100000,15.45,0.335,1.282,0.427,11.264502566470565,10.169537324860794,8.516793111394898,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
30,11.8,640,0.3,0,0,0,9200,11.72,0.37,0.483,0.161,9.855452103497571,8.860782895806315,3.044522437723423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32,11.0,760,11.9,0,0,0,26900,7.32,0.137,0.788,0.263,10.437844138828483,8.447199819595703,7.980707820869669,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41,16.9,612,18.0,0,0,0,31400,14.52,0.129,0.888,0.296,10.472997092637895,8.42726848388825,6.588926477533519,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
42,24.0,697,13.2,0,0,0,12100,18.04,0.355,0.165,0.055,11.200636442925564,10.163618555900618,5.537334267018537,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
41,6.2,548,20.2,0,1,2,36400,22.22,0.228,0.867,0.289,10.644948593374624,9.165761328578215,6.297109319933935,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
29,10.1,707,8.4,0,1,0,57500,10.17,0.224,1.533,0.511,10.532442818550164,9.036582045842716,6.813444599510896,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
52,13.2,698,24.4,0,0,0,3200,17.84,0.535,0.083,0.028,10.559970748724481,9.934356176198595,6.322565239927284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
37,4.3,837,13.5,0,0,1,50000,7.98,0.548,0.25,0.083,12.204276032587229,11.60206208203649,8.058327306580958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,0.0,598,0.7,0,2,0,3400,21.35,0.353,0.227,0.076,9.61587214452889,8.57602797713713,2.302585092994046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
22,0.9,595,1.7,1,0,3,15700,21.77,0.224,1.047,0.349,9.61587214452889,8.121480374750751,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
18,0.7,716,1.1,0,0,0,19400,11.32,0.421,0.375,0.125,10.852922883002584,9.98764486054285,5.8522024797744745,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
23,1.0,627,4.8,0,2,0,12800,20.43,0.237,0.144,0.048,11.391943568409445,9.95318206955998,7.206377291472252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
25,4.1,673,6.2,0,0,0,1900,12.45,0.274,0.127,0.042,9.61587214452889,8.319717386850606,4.955827057601261,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
39,19.6,570,18.9,1,5,0,26800,15.67,0.142,1.402,0.467,9.858385578623707,7.909856667269403,3.8918202981106265,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
42,4.2,692,19.3,0,0,0,70000,18.36,0.062,1.061,0.354,11.096955372216916,8.321421586897879,6.4692503167957724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
21,1.0,615,2.2,0,1,0,66700,19.49,0.232,1.063,0.354,11.047009469952846,9.586445324777861,4.574710978503383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
56,7.4,733,4.4,0,1,0,20100,9.87,0.279,0.622,0.207,10.382698662532777,9.105757331783742,5.82600010738045,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
31,1.5,725,1.2,0,0,0,28900,16.94,0.368,1.059,0.353,10.21442217679806,9.214830277249035,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,21.6,770,20.0,0,0,0,18600,8.93,0.145,0.223,0.074,11.330935853076468,9.401126007182267,8.736971085254146,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
34,11.1,591,6.1,0,1,0,17700,13.48,0.336,0.465,0.155,10.547943314051182,9.45782525467655,7.374001859350161,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
53,5.0,676,9.7,0,0,0,22700,18.94,0.093,0.506,0.169,10.710811273158345,8.335671314792847,8.65067458279072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
40,10.7,646,8.8,0,3,0,16000,12.46,0.163,0.238,0.079,11.114326729279341,9.30228124567454,4.927253685157205,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29,4.6,684,0.8,0,0,0,12300,9.6,0.232,0.151,0.05,11.30933941287155,9.848767340335895,3.871201010907891,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
36,4.7,694,6.8,0,0,0,70000,17.29,0.09,1.288,0.429,10.903126292784842,8.495356496807062,5.521460917862246,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
46,0.9,680,13.3,0,1,0,1500,18.0,0.279,0.1,0.033,9.61587214452889,8.339261982923576,8.09346227450118,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
22,0.8,565,2.5,0,0,0,4600,16.04,0.193,0.171,0.057,10.197760358311859,8.551014739891748,4.983606621708336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
43,10.2,664,0.5,0,0,0,600,18.54,0.275,0.031,0.01,9.875036636362113,8.582980931954241,7.3277805384216315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38,11.5,696,19.3,0,0,0,1800,17.16,0.246,0.104,0.035,9.760078969240771,8.358900612421644,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33,10.8,688,0.3,0,0,0,29100,18.05,0.124,0.778,0.259,10.529613131664696,8.442469645220301,4.189654742026425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
59,17.8,785,17.8,0,0,0,10900,7.76,0.641,0.348,0.116,10.352459048953433,9.907031266159493,8.68676717538769,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
39,7.6,600,14.8,0,0,0,100000,13.18,0.147,1.39,0.463,11.18387958457714,9.269457976459272,8.001355025826703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
33,0.9,753,6.0,0,0,0,44300,9.58,0.352,1.268,0.423,10.46144482303439,9.418492105471156,4.382026634673881,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
26,7.6,662,1.9,0,0,0,12100,9.56,0.616,0.561,0.187,9.979058739383202,9.49514330367712,2.6390573296152584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27,1.1,704,3.4,0,0,0,94200,10.69,0.177,0.818,0.273,11.65399090524883,9.923682259821648,5.402677381872279,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
40,8.5,575,10.7,0,1,2,40500,22.69,0.381,0.486,0.162,11.33091186075401,10.365773980637456,7.588829878307813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18,0.0,608,1.0,0,1,0,18800,12.44,0.249,0.388,0.129,10.7892778389619,9.398146859000708,4.356708826689592,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41,5.3,645,4.4,0,1,0,66200,19.69,0.154,0.413,0.138,11.98585605647959,10.115934094302002,8.915566545710645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
52,4.9,682,7.6,0,0,0,27900,17.21,0.161,0.691,0.23,10.605346673698095,8.779865100863852,6.336825731146441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
42,16.3,591,21.7,0,1,2,31300,16.92,0.287,0.709,0.236,10.695212296457067,9.447386828459384,7.751475318021456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
26,3.5,606,5.4,0,1,0,14500,12.56,0.428,0.842,0.281,9.7544653661431,8.906528917594517,3.9318256327243257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23,1.3,562,0.4,0,0,0,2500,22.57,0.42,0.098,0.033,10.142740645583405,9.276315360899716,2.833213344056216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,15.8,689,2.7,0,0,0,52100,17.09,0.162,0.464,0.155,11.62778868655966,9.808737215990318,7.893572073504902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30,8.3,511,0.6,0,1,1,67400,15.94,0.211,0.807,0.269,11.332625862647909,9.774460286799892,3.4339872044851463,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
25,0.3,580,0.8,1,4,1,70000,21.03,0.244,0.922,0.307,11.236987493142202,9.824931239630352,5.872117789475416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51,1.7,728,13.0,0,0,0,54100,10.66,0.379,1.318,0.439,10.622375576588224,9.653293924495339,4.727387818712341,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
31,5.0,611,3.0,0,0,0,8800,20.65,0.15,0.342,0.114,10.15615107038633,8.262558973010657,3.784189633918261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48,13.5,730,28.0,0,0,0,15700,16.45,0.275,0.107,0.036,11.899574658820752,10.606956282167944,9.921376585371869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
39,19.2,587,9.9,0,0,2,70700,15.28,0.095,0.463,0.154,11.936806618599185,9.582868979838082,5.6240175061873385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
33,1.0,595,9.9,0,3,1,6000,16.05,0.391,0.303,0.101,9.894850359140465,8.955448122347393,5.568344503761097,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
29,10.8,664,5.6,0,1,0,26300,9.32,0.26,0.48,0.16,10.910824842428626,9.562896846651167,6.131226489483141,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
49,1.0,637,17.9,0,0,2,5200,11.44,0.613,0.248,0.083,9.950561959922057,9.461332526110132,7.4815557019095165,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
28,0.5,592,8.6,0,0,0,18700,15.01,0.21,0.535,0.178,10.461158593533623,8.900957872545062,6.5638555265321274,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
41,14.9,662,21.2,0,0,0,100000,11.22,0.277,1.344,0.448,11.216942367479062,9.93411374607789,8.81537000096066,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
27,2.4,635,1.9,0,0,0,69600,14.62,0.666,0.959,0.32,11.192899248143839,10.786097398041395,6.410174881966167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
41,6.5,674,13.4,0,1,0,23500,10.17,0.272,0.542,0.181,10.677684625696235,9.377125189621008,7.505492274737424,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
18,0.0,586,0.3,0,1,0,5900,16.42,0.641,0.393,0.131,9.61587214452889,9.171911345356401,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,1.4,593,16.8,0,0,1,38100,21.36,0.173,0.628,0.209,11.01242963800489,9.259320994197804,9.847551920205825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
27,5.5,585,0.5,0,2,0,9600,14.95,0.14,0.312,0.104,10.333580230469023,8.370084326378025,1.791759469228055,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
37,11.0,584,14.8,0,1,1,50500,15.12,0.375,1.866,0.622,10.206218323189427,9.225130457448818,8.912473274466036,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
57,36.3,719,19.4,0,0,0,72100,11.47,0.387,0.612,0.204,11.67665865695283,10.727619134891492,7.970049304976135,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
29,9.8,697,10.8,0,1,0,38100,9.55,0.459,0.81,0.27,10.759306150966905,9.981559087956283,10.077566902136047,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
36,1.0,633,1.0,0,0,0,35800,13.42,0.461,0.687,0.229,10.86063227841855,10.085975762109403,2.4849066497880004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
36,17.2,675,2.3,0,0,0,53800,18.82,0.485,1.192,0.397,10.717258175419811,9.992871113670814,7.434847875211999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
33,0.4,563,6.8,0,1,0,1700,22.25,0.232,0.102,0.034,9.723163998404846,8.261784679514752,7.807510042216193,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
40,8.7,542,8.1,0,0,0,16400,22.47,0.029,0.312,0.104,10.871003576485728,7.318539548567902,7.878534196140362,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
43,21.0,717,14.5,0,0,0,29000,7.8,0.412,0.361,0.12,11.29432159369805,10.408345404522327,8.998754769495703,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
28,2.9,588,1.0,1,3,1,66700,21.16,0.197,1.168,0.389,10.95296211664269,9.329810871952349,5.926926025970411,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55,12.3,679,18.4,0,0,0,100000,12.88,0.048,1.065,0.355,11.450166692473399,8.412943170042439,9.411238314343073,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
34,14.5,602,9.6,0,0,0,41800,19.93,0.259,0.854,0.285,10.798289035567299,9.448884719866415,7.2813856635702825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,4.2,617,10.5,0,3,0,18800,20.41,0.391,0.498,0.166,10.539085066256062,9.599608345181776,6.194405391104672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40,9.5,678,21.1,0,0,0,19500,12.78,0.547,0.404,0.135,10.784669107296715,10.181384405503108,8.30943074214033,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
19,1.0,676,1.3,0,0,0,70000,18.98,0.236,0.411,0.137,12.046467115019952,10.604081933731123,8.809862805379057,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
39,5.3,608,14.9,0,0,0,70000,20.33,0.496,0.341,0.114,12.23175988526615,11.52986124167643,6.78332520060396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40,15.2,596,15.2,0,0,0,32600,22.88,0.316,1.322,0.441,10.113099969565987,8.96264794774056,7.288927694521257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
70,15.2,676,18.7,0,0,0,80600,12.49,0.313,1.963,0.654,10.622838398592709,9.462654300590172,7.229113877793302,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
25,1.9,566,0.3,0,1,0,53300,16.22,0.108,1.507,0.502,10.473506185614923,8.24354550792826,3.58351893845611,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33,3.8,702,5.6,0,0,0,50000,9.26,0.257,0.837,0.279,10.997539458447907,9.639977632055333,8.130353547431238,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41,18.3,700,6.8,0,0,0,63100,10.87,0.362,0.908,0.303,11.149441679102166,10.132175704105688,8.210396255104774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
39,1.5,667,7.7,0,0,1,12300,10.1,0.224,0.272,0.091,10.718055588300412,9.223552703448318,5.236441962829949,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
37,1.9,550,4.5,0,0,0,3400,22.27,0.166,0.101,0.034,10.423292739082695,8.626764827845529,4.02535169073515,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30,3.9,592,11.0,0,2,0,49100,22.54,0.445,0.725,0.242,11.123240197709581,10.314139187331593,7.412160334945205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
48,11.4,554,21.9,0,0,0,8500,13.78,0.244,0.407,0.136,9.947217315397454,8.535229553902337,6.405228458030842,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
38,14.9,611,15.9,0,2,0,13200,12.74,0.271,0.306,0.102,10.671927717131505,9.365033761652663,7.166265974133638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34,2.3,655,14.7,0,0,0,32100,17.81,0.272,1.349,0.45,10.077020603297003,8.77539495854551,9.000853147109458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
45,17.5,681,9.7,0,0,0,13900,10.53,0.622,0.596,0.199,10.056723528434986,9.581697010450897,7.788211557847076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,2.1,483,1.6,1,1,1,39600,21.8,0.474,0.8,0.267,10.809505701639543,10.062881604686378,5.318119993844216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55,0.6,693,27.2,0,1,0,21900,11.4,0.188,1.332,0.444,9.707351006708445,8.037543185118697,7.020190708311925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,4.8,684,20.9,0,2,0,100000,12.94,0.436,1.218,0.406,11.316022108610623,10.486289592589621,9.134214981586691,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
35,6.0,646,3.0,0,1,0,30400,20.58,0.187,1.033,0.344,10.289939721462362,8.611775833902186,6.259581464064923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,12.0,735,10.1,0,0,1,91200,10.76,0.192,1.845,0.615,10.808191415158364,9.158309963881798,5.805134968916488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
25,0.9,648,0.7,0,0,0,19400,11.66,0.312,0.542,0.181,10.484920743466072,9.320628725870305,2.0794415416798357,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
32,6.9,527,2.2,0,0,0,52300,22.71,0.274,1.29,0.43,10.609822392399646,9.314430080500564,7.247792581767846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
34,10.8,581,2.6,0,1,1,18100,15.83,0.283,0.394,0.131,10.736244489978564,9.47293537905132,6.182084906716632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
30,9.8,647,9.1,0,0,0,18600,19.37,0.145,0.913,0.304,9.92221116653423,7.991253929840199,6.654152520183219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,6.3,587,1.6,0,1,1,20400,14.3,0.252,0.756,0.252,10.202554569854472,8.82555985506085,6.717804695023691,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
51,16.2,627,10.9,0,0,0,13500,20.16,0.572,0.141,0.047,11.470758816808338,10.911828611208097,8.764053269347762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,1.0,564,1.4,0,2,0,14200,15.45,0.263,0.82,0.273,9.759963542450086,8.426173793029069,2.1972245773362196,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
24,1.1,597,0.6,0,3,1,5600,16.54,0.36,0.108,0.036,10.859825578927968,9.838682329170013,3.8066624897703196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
41,15.8,625,13.8,0,1,0,18500,19.84,0.078,0.235,0.078,11.271885218915926,8.724695046740491,7.697575346802343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
57,0.8,753,8.4,0,0,0,2600,15.95,0.695,0.1,0.033,10.164851316670035,9.800402224452803,8.003697339094368,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33,0.2,524,9.1,0,0,0,2000,21.64,0.486,0.079,0.026,10.13765017033277,9.416866617466955,4.465908118654584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,0.0,553,0.3,0,1,0,9700,13.37,0.122,0.603,0.201,9.685518092495647,7.585281078639126,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23,1.0,652,4.6,0,0,0,4600,12.38,0.152,0.096,0.032,10.77482275860842,8.894258825002703,8.131236549696116,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
18,1.0,590,0.9,1,3,0,31600,13.97,0.574,0.356,0.119,11.394130667655592,10.83963973350584,5.910796644040527,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33,3.9,709,5.3,0,0,0,10300,16.08,0.118,0.402,0.134,10.150581978006125,8.012018239159062,5.318119993844216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
43,1.6,689,9.6,0,0,0,34300,18.27,0.248,0.508,0.169,11.119719900617751,9.726929355631277,10.908375070640925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
32,6.8,610,6.8,0,0,0,9100,20.33,0.461,0.288,0.096,10.359392257402362,9.584796293210003,5.356586274672012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35,13.8,712,0.1,0,1,0,23000,10.04,0.044,1.201,0.4,9.859849095506299,6.741700694652055,1.791759469228055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
39,6.5,731,11.3,0,0,0,20400,9.53,0.231,1.227,0.409,9.718903438087914,8.254268770090183,6.180016653652572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
36,1.3,681,16.1,0,0,0,3100,17.97,0.409,0.099,0.033,10.349582636730188,9.456809748593889,7.644440761556566,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,10.4,718,2.5,0,0,0,42000,17.4,0.326,1.206,0.402,10.458406613812631,9.337501517592862,4.127134385045092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,1.0,538,1.4,0,0,0,70000,22.03,0.103,0.65,0.217,11.587708209413915,9.317309592973425,6.150602768446279,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
18,0.0,582,1.8,0,1,1,5100,21.64,0.228,0.26,0.087,9.883845912280838,8.405367376233981,7.121252453244542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
46,12.5,571,25.1,0,0,1,11900,13.36,0.306,0.317,0.106,10.532815952882851,9.349493433368758,10.28062177087623,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
